1.290000000000000036e+00,5.799999999999999600e-01,1.310000000000000053e+00,0.000000000000000000e+00
1.189999999999999947e+00,5.999999999999999778e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000044e+00,6.199999999999999956e-01,1.159999999999999920e+00,0.000000000000000000e+00
1.250000000000000000e+00,1.100000000000000089e+00,1.300000000000000044e+00,1.000000000000000000e+00
1.159999999999999920e+00,1.300000000000000044e+00,9.000000000000000222e-01,1.000000000000000000e+00
1.300000000000000044e+00,6.600000000000000311e-01,1.399999999999999911e+00,0.000000000000000000e+00
1.129999999999999893e+00,5.999999999999999778e-01,6.999999999999999556e-01,1.000000000000000000e+00
1.219999999999999973e+00,1.199999999999999956e+00,8.000000000000000444e-01,1.000000000000000000e+00
1.280000000000000027e+00,8.000000000000000444e-01,8.000000000000000444e-01,1.000000000000000000e+00
1.250000000000000000e+00,8.000000000000000444e-01,6.999999999999999556e-01,1.000000000000000000e+00
1.159999999999999920e+00,5.000000000000000000e-01,9.000000000000000222e-01,1.000000000000000000e+00
1.219999999999999973e+00,5.000000000000000000e-01,1.300000000000000044e+00,0.000000000000000000e+00
1.129999999999999893e+00,9.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000000e+00
1.290000000000000036e+00,1.199999999999999956e+00,6.999999999999999556e-01,0.000000000000000000e+00
1.290000000000000036e+00,5.400000000000000355e-01,1.280000000000000027e+00,0.000000000000000000e+00
1.159999999999999920e+00,5.999999999999999778e-01,1.399999999999999911e+00,0.000000000000000000e+00
1.290000000000000036e+00,1.360000000000000098e+00,8.499999999999999778e-01,0.000000000000000000e+00
1.189999999999999947e+00,1.300000000000000044e+00,6.999999999999999556e-01,1.000000000000000000e+00
1.290000000000000036e+00,1.360000000000000098e+00,9.000000000000000222e-01,0.000000000000000000e+00
1.159999999999999920e+00,1.199999999999999956e+00,1.399999999999999911e+00,1.000000000000000000e+00
1.219999999999999973e+00,1.300000000000000044e+00,1.300000000000000044e+00,1.000000000000000000e+00
1.300000000000000044e+00,6.600000000000000311e-01,1.100000000000000089e+00,0.000000000000000000e+00
1.219999999999999973e+00,8.000000000000000444e-01,1.199999999999999956e+00,1.000000000000000000e+00
1.159999999999999920e+00,6.999999999999999556e-01,1.300000000000000044e+00,0.000000000000000000e+00
1.159999999999999920e+00,1.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00
1.250000000000000000e+00,8.000000000000000444e-01,1.399999999999999911e+00,0.000000000000000000e+00
1.189999999999999947e+00,8.000000000000000444e-01,1.100000000000000089e+00,1.000000000000000000e+00
1.280000000000000027e+00,8.000000000000000444e-01,6.999999999999999556e-01,1.000000000000000000e+00
1.219999999999999973e+00,5.999999999999999778e-01,1.100000000000000089e+00,0.000000000000000000e+00
1.290000000000000036e+00,5.799999999999999600e-01,1.370000000000000107e+00,0.000000000000000000e+00
1.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000000e+00
1.129999999999999893e+00,1.100000000000000089e+00,5.000000000000000000e-01,1.000000000000000000e+00
